"SEX","GEO","AGE","UNIT","TIME","INDIC_EM","Value","Flag and Footnotes"
"Total","Belgium","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","67.2",""
"Total","Belgium","From 20 to 64 years","Percentage of total population","2013","Active population","73.2",""
"Total","Belgium","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","67.2",""
"Total","Belgium","From 20 to 64 years","Percentage of total population","2014","Active population","73.4",""
"Total","Belgium","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","67.3",""
"Total","Belgium","From 20 to 64 years","Percentage of total population","2015","Active population","73.3",""
"Total","Belgium","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","67.2",""
"Total","Bulgaria","From 15 to 64 years","Percentage of total population","2006","Active population","64.5",""
"Total","Bulgaria","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","58.6",""
"Total","Bulgaria","From 15 to 64 years","Percentage of total population","2007","Active population","66.3",""
"Total","Bulgaria","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","61.7",""
"Total","Bulgaria","From 15 to 64 years","Percentage of total population","2008","Active population","67.8",""
"Total","Bulgaria","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","64.0",""
"Total","Bulgaria","From 15 to 64 years","Percentage of total population","2009","Active population","67.2",""
"Total","Bulgaria","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","62.6",""
"Total","Bulgaria","From 15 to 64 years","Percentage of total population","2010","Active population","66.7","b"
"Total","Bulgaria","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","59.8","b"
"Total","Bulgaria","From 15 to 64 years","Percentage of total population","2011","Active population","65.9","b"
"Total","Bulgaria","From 15 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","58.4","b"
"Total","Bulgaria","From 15 to 64 years","Percentage of total population","2012","Active population","67.1",""
"Total","Bulgaria","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","58.8",""
"Total","Bulgaria","From 15 to 64 years","Percentage of total population","2013","Active population","68.4",""
"Total","Bulgaria","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","59.5",""
"Total","Bulgaria","From 15 to 64 years","Percentage of total population","2014","Active population","69.0",""
"Total","Bulgaria","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","61.0",""
"Total","Bulgaria","From 15 to 64 years","Percentage of total population","2015","Active population","69.3",""
"Total","Bulgaria","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","62.9",""
"Total","Bulgaria","From 20 to 64 years","Percentage of total population","2006","Active population","71.2",""
"Total","Bulgaria","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","65.1",""
"Total","Bulgaria","From 20 to 64 years","Percentage of total population","2007","Active population","73.3",""
"Total","Bulgaria","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","68.4",""
"Total","Bulgaria","From 20 to 64 years","Percentage of total population","2008","Active population","74.7",""
"Total","Bulgaria","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","70.7",""
"Total","Bulgaria","From 20 to 64 years","Percentage of total population","2009","Active population","73.7",""
"Total","Bulgaria","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","68.8",""
"Total","Bulgaria","From 20 to 64 years","Percentage of total population","2010","Active population","71.9","b"
"Total","Bulgaria","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","64.7","b"
"Total","Bulgaria","From 20 to 64 years","Percentage of total population","2011","Active population","70.7","b"
"Total","Bulgaria","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","62.9","b"
"Total","Bulgaria","From 20 to 64 years","Percentage of total population","2012","Active population","71.6",""
"Total","Bulgaria","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","63.0",""
"Total","Bulgaria","From 20 to 64 years","Percentage of total population","2013","Active population","72.8",""
"Total","Bulgaria","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","63.5",""
